"","Recipe","Temp","OL","Time","Ammonia","pH","sCOD","TS","VS","Coliforms","Ecoli","Enterococci","Methane","RFW","DCS","FOG"
"187","FWS31",37,0.5,0,1978.888889,7.97,11608.03527,5.863543826,3.467644834,5.38003784108517,5.3062186142072,5.17826300247039,0,"0.25","0.75","0"
"188","FWS31",37,2,0,1915.333333,7.97,12260.68965,6.724985435,4.265332048,5.98282998990256,5.90941837389045,5.47788578408957,0,"0.25","0.75","0"
"189","FWS31",37,3.5,0,1852,7.97,12911.06203,7.583415011,5.060230146,6.2253210437088,6.15196739841939,5.65300158846479,0,"0.25","0.75","0"
"190","FWS31",37,3.5,3,1635,7.02,11935.39,5.99,3.88,6.38374375532547,6.29804506124588,5.38374537073358,63.1,"0.25","0.75","0"
"191","FWS31",55,3.5,6,1780,7.24,8385.05,6.09,3.72,0,0,2.00432137378264,16,"0.25","0.75","0"
"192","FWS31",37,3.5,9,1255,7.45,7609.51,5.36,3.41,5.10030505132897,5.0183509256728,6.29804506124588,157.9,"0.25","0.75","0"
"193","FWS31",55,0.5,6,2180,7.49,10398.05,5.57,3.31,0,0,0,5.6,"0.25","0.75","0"
"194","FWS31",37,3.5,9,1400,7.44,8791.11,5.23,3.43,3.95717613040485,3.7451528950769,4.87099465886905,157,"0.25","0.75","0"
"195","FWS31",37,0.5,3,1170,7.41,8959.02,5.63,3.46,4.7875383996526,4.7875383996526,4.98254710335459,29.7,"0.25","0.75","0"
"196","FWS31",19,0.5,0,1978.888889,7.97,11608.03527,5.863543826,3.467644834,5.38003784108517,5.3062186142072,5.17826300247039,0,"0.25","0.75","0"
"197","FWS31",19,2,0,1915.333333,7.97,12260.68965,6.724985435,4.265332048,5.98282998990256,5.90941837389045,5.47788578408957,0,"0.25","0.75","0"
"198","FWS31",19,3.5,0,1852,7.97,12911.06203,7.583415011,5.060230146,6.2253210437088,6.15196739841939,5.65300158846479,0,"0.25","0.75","0"
"199","FWS31",19,2,3,1755,7,11725.99,5.76,3.57,5.19120221599978,5.19120221599978,6.52633940664413,8.7,"0.25","0.75","0"
"200","FWS31",19,0.5,6,1660,7.37,10309.24,5.56,3.31,6.11384345308715,5.48798774300773,6.15069535810789,12.7,"0.25","0.75","0"
"201","FWS31",55,2,3,1720,7.17,13775.05,5.9,3.63,0,0,3.38578495884334,4.2,"0.25","0.75","0"
"202","FWS31",37,2,6,1465,7.45,8140.82,5.45,3.37,5.18321573149112,5.15069812078469,5.8802423480881,87.6,"0.25","0.75","0"
"203","FWS31",37,2,6,1605,7.39,8533.06,5.56,3.36,5.46538433875574,5.27184392896067,5.35793675179664,106.1,"0.25","0.75","0"
"204","FWS31",37,2,6,1435,7.4,8814.29,5.47,3.38,5.34435493454537,5.34435493454537,5.61278491597328,92.5,"0.25","0.75","0"
"205","FWS31",55,0.5,0,1978.888889,7.97,11608.03527,5.863543826,3.467644834,5.38003784108517,5.3062186142072,5.17826300247039,0,"0.25","0.75","0"
"206","FWS31",55,2,0,1915.333333,7.97,12260.68965,6.724985435,4.265332048,5.98282998990256,5.90941837389045,5.47788578408957,0,"0.25","0.75","0"
"207","FWS31",55,3.5,0,1852,7.97,12911.06203,7.583415011,5.060230146,6.2253210437088,6.15196739841939,5.65300158846479,0,"0.25","0.75","0"
